CaseID,Activity,Duration,Timestamp,Duration Float,Time to conclusion,Passed Time,Step,Prefix,Activity Cat
5420766/2021,nuatmparangaba-processoanalisado,117 days 21:46:41.056000,2021-10-04 17:52:10.191,117.9074,8.8223,7.5262,4,"cexatparangaba-protocolizado,cexatparangaba-aguardandodistribuição,nuatmparangaba-aguardandoanálisedoprocesso,nuatmparangaba-processoanalisado",281
5420766/2021,nuatmparangaba-providenciado,1 days 07:06:19.297000,2021-10-06 00:58:29.488,1.2961,7.5262,8.8223,5,"cexatparangaba-protocolizado,cexatparangaba-aguardandodistribuição,nuatmparangaba-aguardandoanálisedoprocesso,nuatmparangaba-processoanalisado,nuatmparangaba-providenciado",283
5420766/2021,nuatmparangaba-aguardandociênciadosolicitante,0 days 00:00:37.452000,2021-10-06 00:59:06.940,0.0004,7.5258,126.7297,6,"cexatparangaba-protocolizado,cexatparangaba-aguardandodistribuição,nuatmparangaba-aguardandoanálisedoprocesso,nuatmparangaba-processoanalisado,nuatmparangaba-providenciado,nuatmparangaba-aguardandociênciadosolicitante",275
5420766/2021,nuatmparangaba-solicitantenãociente,7 days 12:36:29.056000,2021-10-13 13:35:35.996,7.5253,0.0005,126.9061,7,"cexatparangaba-protocolizado,cexatparangaba-aguardandodistribuição,nuatmparangaba-aguardandoanálisedoprocesso,nuatmparangaba-processoanalisado,nuatmparangaba-providenciado,nuatmparangaba-aguardandociênciadosolicitante,nuatmparangaba-solicitantenãociente",286
5420766/2021,nuatmparangaba-arquivado,0 days 00:00:38.992000,2021-10-13 13:36:14.988,0.0005,-0.0,126.9061,8,"cexatparangaba-protocolizado,cexatparangaba-aguardandodistribuição,nuatmparangaba-aguardandoanálisedoprocesso,nuatmparangaba-processoanalisado,nuatmparangaba-providenciado,nuatmparangaba-aguardandociênciadosolicitante,nuatmparangaba-solicitantenãociente,nuatmparangaba-arquivado",279
5423021/2021,nuamcentro-protocolizado,0 days 00:00:00,2021-06-08 16:27:00.926,0.0,2.7598,0.0,1,nuamcentro-protocolizado,128
5423021/2021,nuamcentro-aguardandodistribuição,0 days 00:00:00.005000,2021-06-08 16:27:00.931,0.0,2.7598,0.0003,2,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição",115
5423021/2021,nuamcentro-distribuído,1 days 15:34:36.546000,2021-06-10 08:01:37.477,1.649,1.1108,0.8631,3,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído",123
5423021/2021,nuamcentro-aguardandoanálise,0 days 05:56:41.579000,2021-06-10 13:58:19.056,0.2477,0.8631,1.1108,4,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído,nuamcentro-aguardandoanálise",111
5423021/2021,nuamcentro-analisado,0 days 20:42:22.290000,2021-06-11 10:40:41.346,0.8628,0.0003,2.7598,5,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído,nuamcentro-aguardandoanálise,nuamcentro-analisado",121
5423021/2021,nuamcentro-arquivado,0 days 00:00:23.131000,2021-06-11 10:41:04.477,0.0003,0.0,2.7598,6,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído,nuamcentro-aguardandoanálise,nuamcentro-analisado,nuamcentro-arquivado",122
5426004/2021,nuamcentro-protocolizado,0 days 00:00:00,2021-06-08 18:27:32.253,0.0,2.6707,0.0,1,nuamcentro-protocolizado,128
5426004/2021,nuamcentro-aguardandodistribuição,0 days 00:00:00.004000,2021-06-08 18:27:32.257,0.0,2.6707,0.0004,2,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição",115
5426004/2021,nuamcentro-distribuído,1 days 13:36:04.628000,2021-06-10 08:03:36.885,1.5667,1.104,0.8595,3,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído",123
5426004/2021,nuamcentro-aguardandoanálise,0 days 05:52:04.974000,2021-06-10 13:55:41.859,0.2445,0.8595,1.104,4,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído,nuamcentro-aguardandoanálise",111
5426004/2021,nuamcentro-analisado,0 days 20:37:03.934000,2021-06-11 10:32:45.793,0.8591,0.0004,2.6707,5,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído,nuamcentro-aguardandoanálise,nuamcentro-analisado",121
5426004/2021,nuamcentro-arquivado,0 days 00:00:36.260000,2021-06-11 10:33:22.053,0.0004,0.0,2.6707,6,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído,nuamcentro-aguardandoanálise,nuamcentro-analisado,nuamcentro-arquivado",122
5426187/2021,nuamcentro-protocolizado,0 days 00:00:00,2021-06-08 18:56:44.565,0.0,2.6533,-0.0,1,nuamcentro-protocolizado,128
5426187/2021,nuamcentro-aguardandodistribuição,0 days 00:00:00.005000,2021-06-08 18:56:44.570,0.0,2.6533,0.0004,2,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição",115
5426187/2021,nuamcentro-distribuído,1 days 13:07:47.204000,2021-06-10 08:04:31.774,1.5471,1.1062,0.863,3,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído",123
5426187/2021,nuamcentro-aguardandoanálise,0 days 05:50:16.675000,2021-06-10 13:54:48.449,0.2432,0.863,1.1062,4,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído,nuamcentro-aguardandoanálise",111
5426187/2021,nuamcentro-analisado,0 days 20:42:07.155000,2021-06-11 10:36:55.482,0.8626,0.0004,2.6533,5,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído,nuamcentro-aguardandoanálise,nuamcentro-analisado",121
5426187/2021,nuamcentro-arquivado,0 days 00:00:31.009000,2021-06-11 10:37:26.613,0.0004,-0.0,2.6533,6,"nuamcentro-protocolizado,nuamcentro-aguardandodistribuição,nuamcentro-distribuído,nuamcentro-aguardandoanálise,nuamcentro-analisado,nuamcentro-arquivado",122
5431687/2021,nuatcrateus-protocolizado,0 days 00:00:00,2021-06-08 21:38:35.966,0.0,7.7064,0.0,1,nuatcrateus-protocolizado,176
5431687/2021,nuatcrateus-aguardandodistribuição,0 days 00:00:00.006000,2021-06-08 21:38:35.972,0.0,7.7064,7.1276,2,"nuatcrateus-protocolizado,nuatcrateus-aguardandodistribuição",172
5431687/2021,nuatcrateus-distribuído,0 days 13:53:29.909000,2021-06-09 11:32:05.881,0.5788,7.1276,7.7064,3,"nuatcrateus-protocolizado,nuatcrateus-aguardandodistribuição,nuatcrateus-distribuído",175
5431687/2021,nuatcrateus-arquivado,7 days 03:03:47.831000,2021-06-16 14:35:53.712,7.1276,0.0,7.7064,4,"nuatcrateus-protocolizado,nuatcrateus-aguardandodistribuição,nuatcrateus-distribuído,nuatcrateus-arquivado",174
5431954/2021,cexatcentro-protocolizado,0 days 00:00:00,2021-06-09 00:18:03.773,0.0,49.918,0.0,1,cexatcentro-protocolizado,32
5431954/2021,cexatcentro-aguardandodistribuição,0 days 00:00:00.003000,2021-06-09 00:18:03.776,0.0,49.918,0.1758,2,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição",27
5431954/2021,cexatcentro-distribuído,1 days 20:03:49.252000,2021-06-10 20:21:53.028,1.836,48.082,41.3665,3,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído",31
5431954/2021,nuamcentro-aguardandoanálisedoprocesso,6 days 17:10:22.626000,2021-06-17 13:32:15.654,6.7155,41.3665,48.082,4,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso",112
5431954/2021,nuamcentro-processoanalisado,41 days 04:34:38.622000,2021-07-28 18:06:54.276,41.1907,0.1758,49.918,5,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado",127
5431954/2021,nuamcentro-arquivado,0 days 04:13:10.482000,2021-07-28 22:20:04.758,0.1758,0.0,49.918,6,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-arquivado",122
5431970/2021,cexatcentro-protocolizado,0 days 00:00:00,2021-06-09 00:33:33.733,0.0,58.6479,-0.0,1,cexatcentro-protocolizado,32
5431970/2021,cexatcentro-aguardandodistribuição,0 days 00:00:00.003000,2021-06-09 00:33:33.736,0.0,58.6479,7.9458,2,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição",27
5431970/2021,cexatcentro-distribuído,8 days 15:11:43.012000,2021-06-17 15:45:16.748,8.6331,50.0148,8.9234,3,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído",31
5431970/2021,nuamcentro-aguardandoanálisedoprocesso,0 days 00:00:17.201000,2021-06-17 15:45:33.949,0.0002,50.0146,9.6449,4,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso",112
5431970/2021,nuamcentro-processoanalisado,40 days 08:52:23.999000,2021-07-28 00:37:57.948,40.3697,9.6449,50.0146,5,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado",127
5431970/2021,nuamcentro-aguardandociênciadosolicitante,0 days 17:18:58.227000,2021-07-28 17:56:56.175,0.7215,8.9234,50.0148,6,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandociênciadosolicitante",113
5431970/2021,nuamcentro-solicitanteciente,0 days 23:27:45.472000,2021-07-29 17:24:41.647,0.9776,7.9458,58.6479,7,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandociênciadosolicitante,nuamcentro-solicitanteciente",131
5431970/2021,nuamcentro-arquivado,7 days 22:41:59.051000,2021-08-06 16:06:40.698,7.9458,-0.0,58.6479,8,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandociênciadosolicitante,nuamcentro-solicitanteciente,nuamcentro-arquivado",122
5440252/2021,nuamaguafria-protocolizado,0 days 00:00:00,2021-06-09 09:02:20.887,0.0,100.2389,0.0,1,nuamaguafria-protocolizado,105
5440252/2021,nuamaguafria-aguardandodistribuição,0 days 00:00:00.004000,2021-06-09 09:02:20.891,0.0,100.2389,0.0002,2,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição",101
5440252/2021,cexatáguafria-aguardandoanálisedoprocesso,0 days 22:58:38.503000,2021-06-10 08:00:59.394,0.9574,99.2815,98.1801,3,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso",78
5440252/2021,cexatáguafria-redirecionado,1 days 02:25:55.662000,2021-06-11 10:26:48.925,1.1013,98.1802,98.1802,4,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-redirecionado",94
